,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Household_Status,Citizenship,Tax_Status,Gains,Losses,Dividends
2326,42,1,773.3871370590072,711.0952068286277,3,728.6656035328754,1,796.7804206309464,0,0,0
2327,24,1,773.3871370590072,711.0952068286277,5,569.4171686746988,1,660.7064309306392,0,0,0
2328,18,1,693.1542112950341,711.0952068286277,3,569.4171686746988,1,660.7064309306392,0,0,0
2329,59,0,679.3261231281198,711.0952068286277,5,806.9424928794249,0,796.7804206309464,0,0,0
2330,31,0,693.1542112950341,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,0
2331,28,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2332,21,1,773.3871370590072,747.7302481351804,3,569.4171686746988,1,660.7064309306392,0,0,0
2333,40,0,773.3871370590072,805.5011764705882,5,806.9424928794249,1,796.7804206309464,0,0,0
2334,42,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,1
2335,23,0,693.1542112950341,711.0952068286277,4,806.9424928794249,1,796.7804206309464,0,0,0
2336,48,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2338,49,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,1,0,0
2339,42,0,693.1542112950341,711.0952068286277,5,728.6656035328754,0,796.7804206309464,0,0,0
2340,42,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2341,51,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,1
2343,27,1,773.3871370590072,711.0952068286277,3,806.9424928794249,0,660.7064309306392,0,0,0
2344,31,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2345,36,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2346,38,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,1
2347,34,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,0
2350,34,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2351,50,0,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2352,39,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,1
2353,35,1,693.1542112950341,711.0952068286277,5,728.6656035328754,0,796.7804206309464,0,0,0
2356,25,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2358,21,0,693.1542112950341,711.0952068286277,2,569.4171686746988,1,660.7064309306392,0,0,0
2360,42,0,773.3871370590072,805.5011764705882,5,806.9424928794249,1,660.7064309306392,1,0,0
2361,23,1,693.1542112950341,711.0952068286277,5,569.4171686746988,0,660.7064309306392,0,0,0
2362,18,0,693.1542112950341,711.0952068286277,4,569.4171686746988,1,660.7064309306392,0,0,0
2363,41,1,773.3871370590072,747.7302481351804,2,728.6656035328754,1,796.7804206309464,0,0,0
2364,44,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
2365,30,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2366,53,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2367,35,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2368,23,0,693.1542112950341,711.0952068286277,5,569.4171686746988,1,660.7064309306392,0,0,0
2370,53,0,773.3871370590072,711.0952068286277,5,806.9424928794249,0,660.7064309306392,0,0,0
2371,24,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2373,25,0,693.1542112950341,711.0952068286277,3,618.0247933884298,0,660.7064309306392,0,0,0
2374,46,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2375,34,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2376,47,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2377,39,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2378,24,1,773.3871370590072,747.7302481351804,5,618.0247933884298,1,660.7064309306392,0,0,0
2379,23,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2380,31,0,693.1542112950341,805.5011764705882,3,618.0247933884298,1,660.7064309306392,1,0,0
2381,52,0,773.3871370590072,805.5011764705882,5,728.6656035328754,1,796.7804206309464,0,0,0
2382,29,1,679.3261231281198,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,1
2383,59,1,773.3871370590072,805.5011764705882,5,806.9424928794249,1,796.7804206309464,0,0,0
2384,44,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,1
2385,46,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,1
2386,26,1,693.1542112950341,747.7302481351804,5,569.4171686746988,1,660.7064309306392,0,0,0
2387,27,0,693.1542112950341,747.7302481351804,5,806.9424928794249,0,796.7804206309464,0,0,0
2388,45,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2391,25,0,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2392,38,0,693.1542112950341,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,1
2393,53,0,773.3871370590072,711.0952068286277,5,728.6656035328754,0,796.7804206309464,0,0,0
2394,34,0,693.1542112950341,711.0952068286277,5,806.9424928794249,0,796.7804206309464,0,0,0
2395,39,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2397,51,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,697.4142614601019,1,0,0
2398,50,0,693.1542112950341,711.0952068286277,0,806.9424928794249,0,660.7064309306392,0,0,0
2399,20,0,773.3871370590072,711.0952068286277,4,806.9424928794249,1,660.7064309306392,0,0,0
2400,37,0,693.1542112950341,747.7302481351804,2,618.0247933884298,1,660.7064309306392,0,0,0
2401,20,0,693.1542112950341,747.7302481351804,5,569.4171686746988,1,660.7064309306392,0,0,0
2404,45,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2405,24,1,773.3871370590072,711.0952068286277,4,728.6656035328754,1,796.7804206309464,0,0,0
2406,51,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,1,0
2407,29,0,693.1542112950341,711.0952068286277,3,806.9424928794249,0,796.7804206309464,0,0,0
2408,42,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2409,50,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2410,54,1,693.1542112950341,805.5011764705882,5,728.6656035328754,1,796.7804206309464,0,0,0
2411,37,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
2412,50,0,773.3871370590072,711.0952068286277,5,642.3239740820734,1,796.7804206309464,0,0,0
2413,41,0,693.1542112950341,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
2414,43,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,1
2416,19,1,693.1542112950341,711.0952068286277,3,569.4171686746988,1,660.7064309306392,0,1,0
2417,22,0,773.3871370590072,747.7302481351804,4,806.9424928794249,1,796.7804206309464,0,0,0
2418,29,1,773.3871370590072,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
2419,23,1,693.1542112950341,747.7302481351804,5,618.0247933884298,1,660.7064309306392,0,0,0
2420,62,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2422,47,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2423,32,1,693.1542112950341,711.0952068286277,5,806.9424928794249,0,697.4142614601019,0,0,0
2424,54,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,707.1732675661159,0,0,0
2425,35,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2428,43,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,1
2429,53,0,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2430,34,1,693.1542112950341,747.7302481351804,0,728.6656035328754,1,796.7804206309464,0,0,0
2431,36,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,0
2432,22,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,0
2433,34,0,679.3261231281198,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,1,1
2434,31,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,0
2436,28,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,1
2437,19,1,693.1542112950341,747.7302481351804,3,569.4171686746988,1,796.7804206309464,0,0,0
2438,31,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,1
2439,27,1,693.1542112950341,711.0952068286277,4,618.0247933884298,1,660.7064309306392,0,0,0
2440,37,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2441,50,0,773.3871370590072,747.7302481351804,3,728.6656035328754,1,796.7804206309464,0,0,1
2442,19,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2443,35,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,1,0,0
2444,33,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
2445,20,0,773.3871370590072,711.0952068286277,3,569.4171686746988,0,660.7064309306392,0,0,0
2446,32,0,693.1542112950341,711.0952068286277,2,806.9424928794249,1,796.7804206309464,0,0,0
2448,39,1,679.3261231281198,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
2450,33,1,773.3871370590072,711.0952068286277,2,728.6656035328754,1,796.7804206309464,0,0,0
2452,36,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2453,32,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2456,30,0,693.1542112950341,711.0952068286277,4,569.4171686746988,1,660.7064309306392,0,0,0
2457,20,0,693.1542112950341,711.0952068286277,4,569.4171686746988,1,660.7064309306392,0,0,0
2459,33,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
2460,41,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,1
2461,58,0,693.1542112950341,711.0952068286277,5,806.9424928794249,0,796.7804206309464,0,0,0
2462,39,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2463,52,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,1,0
2464,46,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2465,28,0,773.3871370590072,747.7302481351804,4,806.9424928794249,0,660.7064309306392,0,0,0
2466,31,1,773.3871370590072,805.5011764705882,5,806.9424928794249,1,697.4142614601019,0,0,0
2468,21,1,693.1542112950341,747.7302481351804,1,728.6656035328754,1,796.7804206309464,0,0,0
2469,33,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,1
2470,34,1,693.1542112950341,747.7302481351804,3,728.6656035328754,1,796.7804206309464,0,0,0
2471,25,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
2472,24,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,1
2473,45,1,773.3871370590072,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
2474,34,0,773.3871370590072,243.60848769649283,0,618.0247933884298,1,414.2280701754386,0,0,0
2475,24,1,773.3871370590072,747.7302481351804,4,806.9424928794249,1,660.7064309306392,0,0,0
2477,50,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,1,0,0
2478,72,1,693.1542112950341,747.7302481351804,5,642.3239740820734,1,660.7064309306392,0,1,0
2479,36,0,693.1542112950341,243.60848769649283,5,806.9424928794249,1,414.2280701754386,0,0,0
2480,19,1,773.3871370590072,747.7302481351804,4,608.9605744596992,1,660.7064309306392,0,0,0
2481,25,0,693.1542112950341,805.5011764705882,5,806.9424928794249,1,660.7064309306392,1,0,0
2482,40,1,693.1542112950341,711.0952068286277,2,728.6656035328754,1,796.7804206309464,0,0,1
2483,29,0,773.3871370590072,711.0952068286277,5,569.4171686746988,1,660.7064309306392,0,0,0
2484,18,1,773.3871370590072,711.0952068286277,5,569.4171686746988,0,660.7064309306392,0,0,0
2485,47,0,693.1542112950341,747.7302481351804,2,806.9424928794249,1,660.7064309306392,0,0,0
2486,23,0,693.1542112950341,747.7302481351804,4,569.4171686746988,1,660.7064309306392,0,0,0
2487,27,0,693.1542112950341,747.7302481351804,4,642.3239740820734,0,660.7064309306392,0,0,0
2488,52,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2489,36,0,693.1542112950341,711.0952068286277,4,806.9424928794249,1,796.7804206309464,1,0,0
2490,54,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2494,40,0,693.1542112950341,805.5011764705882,5,806.9424928794249,1,796.7804206309464,0,0,1
2496,29,0,773.3871370590072,805.5011764705882,4,806.9424928794249,1,796.7804206309464,0,0,0
2498,31,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2499,34,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2500,24,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2501,30,1,773.3871370590072,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,1
2502,44,1,693.1542112950341,805.5011764705882,5,806.9424928794249,1,697.4142614601019,0,0,0
2503,36,0,773.3871370590072,747.7302481351804,4,806.9424928794249,1,660.7064309306392,0,0,0
2504,24,0,693.1542112950341,711.0952068286277,4,806.9424928794249,1,796.7804206309464,0,0,0
2505,23,1,773.3871370590072,711.0952068286277,4,569.4171686746988,1,660.7064309306392,0,0,0
2506,37,1,773.3871370590072,805.5011764705882,5,728.6656035328754,0,796.7804206309464,0,0,0
2507,53,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
2508,25,0,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2509,37,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,1,0,0
2511,31,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2512,41,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
2513,25,1,773.3871370590072,711.0952068286277,2,728.6656035328754,1,796.7804206309464,0,0,0
2515,39,1,773.3871370590072,747.7302481351804,2,728.6656035328754,1,796.7804206309464,0,0,0
2516,44,0,773.3871370590072,805.5011764705882,5,806.9424928794249,1,660.7064309306392,0,0,0
2517,38,0,693.1542112950341,747.7302481351804,5,806.9424928794249,0,660.7064309306392,0,0,0
2518,35,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,1
2520,42,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2521,36,1,773.3871370590072,711.0952068286277,0,728.6656035328754,1,796.7804206309464,0,0,0
2522,19,1,773.3871370590072,711.0952068286277,4,569.4171686746988,1,660.7064309306392,0,0,0
2523,23,0,773.3871370590072,747.7302481351804,3,806.9424928794249,1,660.7064309306392,0,0,0
2525,21,1,773.3871370590072,805.5011764705882,3,569.4171686746988,1,660.7064309306392,0,0,0
2527,31,0,773.3871370590072,747.7302481351804,5,806.9424928794249,0,796.7804206309464,0,0,0
2528,43,0,693.1542112950341,711.0952068286277,5,806.9424928794249,0,796.7804206309464,0,0,0
2529,46,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
2530,32,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
2532,42,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2534,62,1,693.1542112950341,243.60848769649283,3,806.9424928794249,1,660.7064309306392,0,0,0
2535,54,0,693.1542112950341,711.0952068286277,5,806.9424928794249,0,796.7804206309464,0,0,0
2536,28,1,679.3261231281198,711.0952068286277,2,728.6656035328754,0,796.7804206309464,0,0,0
2537,47,0,773.3871370590072,711.0952068286277,3,806.9424928794249,0,796.7804206309464,0,0,0
2538,54,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,1
2539,36,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
2540,57,0,693.1542112950341,747.7302481351804,4,806.9424928794249,1,796.7804206309464,0,0,0
2541,29,0,679.3261231281198,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2542,33,1,693.1542112950341,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,1
2543,42,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2544,23,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,1
2545,63,0,693.1542112950341,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,0
2546,24,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2547,18,0,693.1542112950341,711.0952068286277,1,569.4171686746988,1,414.2280701754386,0,0,0
2548,18,0,693.1542112950341,805.5011764705882,5,569.4171686746988,1,660.7064309306392,1,0,0
2549,25,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2551,51,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2552,37,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,0
2553,48,0,773.3871370590072,711.0952068286277,3,806.9424928794249,1,697.4142614601019,0,0,0
2554,33,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2555,31,0,773.3871370590072,747.7302481351804,3,806.9424928794249,1,796.7804206309464,0,0,0
2556,31,1,773.3871370590072,747.7302481351804,3,728.6656035328754,1,796.7804206309464,0,0,0
2557,40,1,773.3871370590072,243.60848769649283,5,728.6656035328754,1,796.7804206309464,0,0,0
2559,17,1,693.1542112950341,747.7302481351804,4,382.32666666666665,1,660.7064309306392,0,0,0
2560,20,0,693.1542112950341,711.0952068286277,5,569.4171686746988,1,660.7064309306392,0,0,0
2562,58,1,693.1542112950341,805.5011764705882,5,806.9424928794249,1,796.7804206309464,0,0,0
2563,46,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
2564,30,0,693.1542112950341,711.0952068286277,5,728.6656035328754,0,796.7804206309464,0,0,0
2565,34,1,773.3871370590072,711.0952068286277,5,569.4171686746988,1,697.4142614601019,1,0,0
2566,65,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,707.1732675661159,0,0,0
2568,49,0,693.1542112950341,747.7302481351804,4,806.9424928794249,1,796.7804206309464,0,0,0
2570,29,1,693.1542112950341,747.7302481351804,4,806.9424928794249,1,796.7804206309464,0,0,0
2572,38,1,679.3261231281198,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,1
2573,29,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2574,32,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,1,0,0
2575,52,1,693.1542112950341,747.7302481351804,4,728.6656035328754,1,796.7804206309464,0,0,0
2576,26,1,773.3871370590072,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,0
2577,52,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2578,60,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,1
2579,56,0,693.1542112950341,747.7302481351804,4,806.9424928794249,1,660.7064309306392,0,0,0
2580,32,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
2581,28,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2582,33,0,693.1542112950341,805.5011764705882,4,806.9424928794249,1,660.7064309306392,0,0,0
2583,51,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2584,17,0,693.1542112950341,711.0952068286277,5,382.32666666666665,1,660.7064309306392,0,0,0
2585,44,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2587,31,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2588,39,1,693.1542112950341,747.7302481351804,5,618.0247933884298,1,660.7064309306392,0,0,0
2589,52,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2590,40,1,773.3871370590072,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
2591,36,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,1
2593,18,0,693.1542112950341,711.0952068286277,2,569.4171686746988,0,660.7064309306392,0,0,0
2594,62,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,1,0,0
2595,34,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2596,71,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,664.4714790224112,0,0,1
2597,23,0,773.3871370590072,711.0952068286277,2,569.4171686746988,1,660.7064309306392,0,0,0
2598,24,1,773.3871370590072,711.0952068286277,3,569.4171686746988,1,660.7064309306392,0,0,0
2599,37,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2600,19,1,693.1542112950341,711.0952068286277,2,642.3239740820734,1,697.4142614601019,0,0,0
2603,62,0,773.3871370590072,711.0952068286277,0,806.9424928794249,1,796.7804206309464,0,0,1
2605,45,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2607,49,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2608,26,1,693.1542112950341,805.5011764705882,3,728.6656035328754,0,796.7804206309464,0,0,0
2609,56,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,1,0,1
2611,18,0,693.1542112950341,747.7302481351804,1,569.4171686746988,1,660.7064309306392,0,0,0
2613,32,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2616,43,0,773.3871370590072,747.7302481351804,5,618.0247933884298,1,660.7064309306392,1,0,0
2617,44,1,693.1542112950341,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
2618,22,1,773.3871370590072,747.7302481351804,0,569.4171686746988,1,414.2280701754386,0,0,0
2619,22,0,693.1542112950341,711.0952068286277,4,806.9424928794249,1,796.7804206309464,0,0,0
2620,40,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2621,30,0,773.3871370590072,805.5011764705882,5,569.4171686746988,1,660.7064309306392,0,0,0
2622,33,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2623,37,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
2624,29,0,693.1542112950341,711.0952068286277,2,806.9424928794249,1,796.7804206309464,0,0,0
2625,29,1,693.1542112950341,747.7302481351804,5,806.9424928794249,0,697.4142614601019,0,0,0
2626,39,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,414.2280701754386,0,0,0
2627,36,0,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2628,35,1,773.3871370590072,747.7302481351804,4,806.9424928794249,1,697.4142614601019,0,0,0
2629,44,1,773.3871370590072,805.5011764705882,5,806.9424928794249,1,697.4142614601019,0,0,0
2630,61,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,707.1732675661159,0,0,1
2631,59,1,693.1542112950341,711.0952068286277,5,806.9424928794249,0,697.4142614601019,0,0,0
2632,72,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,664.4714790224112,0,0,0
2633,53,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2634,19,0,693.1542112950341,747.7302481351804,0,569.4171686746988,0,414.2280701754386,0,0,0
2635,46,0,693.1542112950341,711.0952068286277,5,642.3239740820734,0,796.7804206309464,0,0,0
2636,51,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2637,26,0,773.3871370590072,711.0952068286277,5,806.9424928794249,0,697.4142614601019,0,0,0
2638,58,1,693.1542112950341,747.7302481351804,5,642.3239740820734,1,660.7064309306392,0,0,0
2639,34,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2640,21,1,773.3871370590072,711.0952068286277,4,806.9424928794249,1,660.7064309306392,0,0,0
2641,39,1,693.1542112950341,747.7302481351804,3,728.6656035328754,1,796.7804206309464,0,0,0
2642,15,1,693.1542112950341,711.0952068286277,2,382.32666666666665,1,414.2280701754386,0,0,0
2643,22,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2644,40,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
2645,32,0,693.1542112950341,711.0952068286277,4,806.9424928794249,1,796.7804206309464,0,0,0
2646,36,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,1
2648,32,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2649,54,1,693.1542112950341,711.0952068286277,5,642.3239740820734,0,697.4142614601019,0,0,0
2650,39,1,693.1542112950341,711.0952068286277,1,728.6656035328754,1,796.7804206309464,0,0,0
2651,26,1,693.1542112950341,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,0
2652,37,1,773.3871370590072,747.7302481351804,3,806.9424928794249,1,697.4142614601019,0,0,0
2653,34,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2656,28,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
2657,62,1,693.1542112950341,805.5011764705882,5,728.6656035328754,1,707.1732675661159,0,0,0
2658,66,1,773.3871370590072,711.0952068286277,0,806.9424928794249,1,660.7064309306392,0,0,0
2660,19,1,693.1542112950341,747.7302481351804,4,642.3239740820734,1,660.7064309306392,0,0,0
2661,53,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,1
2662,47,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
2663,55,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
2664,22,0,773.3871370590072,711.0952068286277,1,806.9424928794249,1,660.7064309306392,0,0,0
2665,68,1,773.3871370590072,747.7302481351804,4,806.9424928794249,1,660.7064309306392,0,0,0
2666,48,0,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
2668,28,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
2669,35,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,1,0
2670,33,0,773.3871370590072,711.0952068286277,4,806.9424928794249,1,660.7064309306392,0,0,0
