,Income
2894,1383
2895,500
2896,0
2897,0
2898,750
2899,425
2900,700
2901,0
2902,1650
2903,0
2904,1800
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,500
2912,0
2913,0
2914,725
2915,0
2916,2090
2917,825
2918,800
2919,550
2920,0
2921,0
2922,1200
2923,800
2924,645
2925,0
2926,2000
2927,500
2928,0
2929,1792
2930,0
2931,0
2932,0
2933,0
2934,500
2935,1875
2936,900
2937,912
2938,0
2939,700
2940,0
2941,0
2942,700
2943,0
2944,0
2945,1788
2946,0
2947,475
2948,800
2949,700
2950,0
2951,500
2952,425
2953,761
2954,0
2955,1000
2956,0
2957,575
2958,2000
2959,575
2960,0
2961,0
2962,1080
2963,0
2964,1600
2965,450
2966,700
2967,0
2968,0
2969,1670
2970,1314
2971,1500
2972,575
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,750
2982,1250
2983,1000
2984,1800
2985,550
2986,0
2987,0
2988,1600
2989,0
2990,900
2991,0
2992,0
2993,715
2994,700
2995,1200
2996,500
2997,869
2998,810
2999,0
3000,0
3001,0
3002,525
3003,0
3004,760
3005,700
3006,700
3007,1200
3008,1700
3009,1611
3010,725
3011,0
3012,0
3013,551
3014,0
3015,1500
3016,1500
3017,0
3018,0
3019,2800
3020,0
3021,0
3022,786
3023,0
3024,600
3025,0
3026,655
3027,800
3028,0
3029,1518
3030,0
3031,600
3032,1200
3033,0
3034,475
3035,0
3036,1200
3037,1800
3038,0
3039,450
3040,0
3041,0
3042,0
3043,0
3044,600
3045,800
3046,850
3047,1463
3048,846
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,650
3056,750
3057,905
3058,0
3059,0
3060,660
3061,0
3062,1800
3063,0
3064,800
3065,700
3066,1342
3067,980
3068,0
3069,700
3070,800
3071,0
3072,600
3073,550
3074,0
3075,730
3076,0
3077,0
3078,1050
3079,0
3080,666
3081,650
3082,0
3083,1788
3084,0
3085,0
3086,0
3087,2200
3088,0
3089,0
3090,0
3091,1000
3092,0
3093,0
3094,1200
3095,450
3096,460
3097,700
3098,0
3099,1800
3100,983
3101,1021
3102,900
3103,0
3104,213
3105,1754
3106,500
3107,1700
3108,0
3109,0
3110,802
3111,435
3112,800
3113,500
3114,1650
3115,760
3116,0
3117,859
3118,500
3119,0
3120,0
3121,0
3122,1000
3123,500
3124,1672
3125,0
3126,697
3127,0
3128,874
3129,900
3130,0
3131,986
3132,1300
3133,0
3134,0
3135,1394
3136,0
3137,1100
3138,955
3139,0
3140,0
3141,650
3142,0
3143,425
3144,0
3145,0
3146,1175
3147,0
3148,0
3149,800
3150,0
3151,0
3152,425
3153,1156
3154,0
3155,1100
3156,0
3157,0
3158,1500
3159,585
3160,0
3161,0
3162,780
3163,425
3164,0
3165,0
3166,0
3167,0
3168,0
3169,0
3170,1200
3171,0
3172,0
3173,0
3174,0
3175,1269
3176,0
3177,0
3178,500
3179,0
3180,475
3181,0
3182,0
3183,475
3184,1500
3185,900
3186,0
3187,1600
3188,0
3189,2000
3190,1280
3191,500
3192,0
3193,1500
3194,900
3195,0
3196,525
3197,870
3198,900
3199,1000
3200,0
3201,1400
3202,981
3203,0
3204,825
3205,500
3206,706
3207,1525
3208,0
3209,925
3210,800
3211,1100
3212,1000
3213,0
3214,675
3215,1463
3216,0
3217,1000
3218,0
3219,0
3220,1100
3221,1681
3222,0
3223,1281
3224,425
3225,0
3226,0
3227,0
3228,800
3229,0
3230,450
3231,715
3232,1300
3233,0
3234,425
3235,0
3236,0
3237,0
3238,500
3239,791
3240,0
3241,700
3242,0
3243,1125
3244,670
3245,625
3246,1000
3247,1250
3248,645
3249,1100
3250,500
3251,1165
3252,625
3253,430
3254,700
3255,0
3256,0
3257,0
3258,1000
3259,0
3260,800
3261,1100
3262,1100
3263,0
3264,0
3265,1500
3266,600
3267,0
3268,425
3269,0
3270,1750
3271,700
3272,700
3273,500
3274,0
3275,688
3276,0
3277,0
3278,900
3279,0
3280,0
3281,1727
3282,0
3283,1700
3284,0
3285,0
3286,0
3287,1050
3288,700
3289,625
3290,0
3291,0
3292,0
3293,0
3294,1100
3295,0
3296,550
3297,500
3298,0
3299,0
3300,0
3301,2000
3302,450
3303,0
3304,550
3305,0
3306,0
3307,0
3308,0
3309,0
3310,0
3311,736
3312,1150
3313,0
3314,860
3315,0
3316,625
3317,0
3318,0
3319,0
3320,800
3321,1100
3322,0
3323,0
3324,0
3325,650
3326,615
3327,425
3328,0
3329,0
3330,1000
3331,750
3332,500
3333,1100
3334,0
3335,0
3336,900
3337,889
3338,707
3339,0
3340,0
3341,1087
3342,0
3343,0
3344,500
3345,0
3346,1473
3347,0
3348,500
3349,0
3350,2000
3351,610
3352,470
3353,700
3354,0
3355,0
3356,0
3357,0
3358,800
3359,0
3360,0
3361,300
3362,500
3363,1100
3364,0
3365,0
3366,2000
3367,735
3368,1250
3369,700
3370,1150
3371,425
3372,0
3373,0
3374,450
3375,1200
3376,625
3377,0
3378,2000
3379,800
3380,800
3381,712
3382,435
3383,0
3384,500
3385,480
3386,772
3387,575
3388,1375
3389,460
3390,570
3391,1000
3392,1243
3393,650
3394,0
3395,800
3396,400
3397,0
3398,0
3399,839
3400,475
3401,0
3402,1500
3403,0
3404,1400
3405,500
3406,800
3407,400
3408,545
3409,0
3410,850
3411,0
3412,650
3413,2300
3414,1250
3415,0
3416,0
3417,0
3418,2355
3419,1824
3420,525
3421,0
3422,635
3423,0
3424,0
3425,0
3426,1832
3427,0
3428,0
3429,0
3430,0
3431,1600
3432,2450
3433,700
3434,500
3435,850
3436,485
3437,1000
3438,1000
3439,800
3440,1300
3441,1550
3442,0
3443,2000
3444,1600
3445,947
3446,600
3447,550
3448,0
3449,0
3450,0
3451,1200
3452,800
3453,0
3454,1600
3455,991
3456,900
3457,500
3458,0
3459,1035
3460,0
3461,900
3462,0
3463,0
3464,0
3465,0
3466,800
3467,0
3468,900
3469,0
3470,700
3471,500
3472,0
3473,875
3474,0
3475,0
3476,0
3477,0
3478,900
3479,0
3480,0
3481,425
3482,0
3483,659
3484,1250
3485,0
3486,700
3487,1675
3488,1800
3489,0
3490,0
3491,0
3492,1800
3493,0
3494,0
3495,1000
3496,600
3497,700
3498,900
3499,1155
3500,1025
3501,500
3502,0
3503,0
3504,1150
3505,800
3506,1200
3507,0
3508,1410
3509,0
3510,0
3511,435
3512,1153
3513,1069
3514,0
3515,800
3516,800
3517,0
3518,0
3519,1083
3520,0
3521,1607
3522,832
3523,425
3524,750
3526,1515
3527,0
3528,0
3529,465
3530,1050
3531,0
3532,0
3533,1222
3534,1600
3535,886
3536,0
3537,0
3538,0
3539,8000
3540,850
3541,700
3542,530
3543,0
3544,500
3545,1230
3546,600
3547,1600
3548,0
3549,0
3550,900
3551,0
3552,1215
3553,800
3554,0
3555,450
3556,500
3557,1800
3558,1300
3559,950
3560,1600
3561,0
3562,650
3563,0
3564,0
3565,0
3566,850
3567,1065
3568,0
3569,600
3570,0
3571,575
3572,1016
3573,0
3574,700
3575,0
3576,700
3577,850
3578,0
3579,0
3580,725
3581,780
3582,600
3583,0
3584,750
3585,0
3586,615
3587,0
3588,1500
3589,0
3590,720
3591,1239
3592,0
3593,1200
3594,0
3595,630
3596,0
3597,0
3598,1000
3599,0
3600,0
3601,1090
3602,1000
3603,932
3604,450
3605,0
3606,650
3607,0
3608,0
3609,0
3610,500
3611,425
3612,0
3613,1200
3614,1772
3615,1200
3616,0
3617,1376
3618,2048
3619,0
3620,0
3621,0
3622,625
3623,0
3624,0
3625,0
3626,700
3627,575
3628,1000
3629,1250
3630,1916
3631,0
3632,525
3633,0
3634,400
3635,900
3636,400
3637,1000
3638,800
3639,0
3640,0
3641,1080
3642,1800
3643,765
3644,0
3645,670
3646,1797
3647,0
3648,3745
3649,1175
3650,0
3651,475
3652,600
3653,600
3654,0
3655,968
3656,425
3657,0
3658,825
3659,730
3660,0
3661,0
3662,0
3663,600
3664,0
3665,700
3666,0
3667,0
3668,0
3669,350
3670,213
3671,750
3672,0
3673,5250
3674,0
3675,0
3676,510
3677,1050
3678,0
3679,790
3680,990
3681,0
3682,1550
3683,1000
3684,0
3685,0
3686,0
3687,0
3688,1470
3689,0
3690,0
3691,1149
3692,450
3693,0
3694,0
3695,2825
3696,0
3697,233
3698,800
3699,1700
3700,800
3701,0
3702,0
3703,0
3704,0
3705,700
3706,1137
3707,0
3708,0
3709,425
3710,1458
3711,0
3712,1100
3713,550
3714,0
3715,700
3716,750
3717,0
3718,1100
3719,500
3720,700
3721,3600
3722,500
3723,0
3724,1600
3725,1720
3726,695
3727,2200
3728,1253
3729,600
3730,6500
3731,0
3732,550
3733,710
3734,1180
3735,1150
3736,0
3737,2200
3738,200
3739,1050
3740,1200
3741,800
3742,1275
3743,0
3744,1500
3745,350
3746,0
3747,0
3748,0
3749,800
3750,0
3751,2000
3752,0
3753,1590
3754,0
3755,0
3756,2100
3757,0
3758,0
3759,906
3760,550
3761,0
3762,1000
3763,0
3764,458
3765,850
3766,0
3767,0
3768,2500
3769,0
3770,0
3771,0
3772,995
3773,0
3774,1100
3775,1604
3776,0
3777,730
3778,1000
3779,0
3780,0
3781,0
3782,700
3783,0
3784,1400
3785,1200
3786,0
3787,750
3788,450
3789,425
3790,0
3791,210
3792,585
3793,0
3794,1600
3795,0
3796,0
3797,600
3798,0
3799,0
3800,0
3801,850
3802,1240
3803,0
3804,1180
3805,0
3806,0
3807,0
3808,1576
3809,0
3810,0
3811,900
3812,600
3813,1100
3814,1007
3815,0
3816,0
3817,0
3818,0
3819,700
3820,0
3821,0
3822,1200
3823,1275
3824,2230
3825,0
3826,0
3827,600
3828,475
3829,0
3830,0
3831,435
3832,0
3833,0
3834,1600
3835,0
3836,0
3837,3000
3838,2000
3839,1158
3840,1058
3841,1400
3842,0
3843,0
3844,714
3845,1533
3846,0
3847,0
3848,600
3849,850
3850,975
3851,1097
3852,0
3853,865
3854,575
3855,425
3856,0
3857,1745
3858,925
3859,2500
3860,950
3861,1800
3862,0
3863,800
3864,727
3865,1200
3866,900
3867,545
3868,1000
3869,0
3870,0
3871,1300
3872,0
3873,577
3874,800
3875,800
3876,1251
3877,0
3878,0
3879,0
3880,0
3881,0
3882,500
3883,0
3884,500
3885,700
3886,0
3887,700
3888,0
3889,800
3890,1300
3891,0
3892,475
3893,0
3894,0
3895,0
3896,767
3897,0
3898,1000
3899,1100
3900,650
3901,1500
3902,0
3903,1150
3904,0
3905,0
3906,0
3907,475
3908,0
3909,435
3910,465
3911,0
3912,0
3913,0
3914,1706
3915,700
3916,875
3917,0
3918,0
3919,0
3920,0
3921,0
3922,680
3923,1300
3924,0
3925,650
3926,659
3927,400
3928,1600
3929,1057
3930,0
3931,1500
3932,575
3933,0
3934,0
3935,0
3936,425
3937,700
3938,0
3939,1130
3940,0
3941,600
3942,900
3943,1600
3944,900
3945,1054
3946,0
3947,625
3948,0
3949,500
3950,500
3951,0
3952,0
3953,750
3954,0
3955,0
3956,825
3957,0
3958,0
3959,683
3960,685
3961,1095
3962,657
3963,0
3964,0
3965,0
3966,0
3967,650
3968,1800
3969,0
3970,0
3971,400
3972,0
3973,0
3974,800
3975,0
3976,445
3977,685
3978,725
3979,1200
3980,0
3981,600
3982,2700
3983,750
3984,0
3985,0
3986,1800
3987,600
3988,500
3989,435
3990,0
3991,0
3992,0
3993,3900
3994,0
3995,600
3996,0
3997,650
3998,1400
3999,789
4000,0
4001,680
4002,0
4003,0
4004,774
4005,1750
4006,1200
4007,0
4009,800
4010,500
4011,1000
4012,0
4013,525
4014,891
4015,0
4016,0
4017,525
4018,1700
4019,0
4020,625
4021,475
4022,450
4023,1100
4024,500
4025,0
4026,0
4027,0
4028,1978
4029,1100
4030,690
4031,650
4032,0
4033,700
4034,0
4035,0
4036,0
4037,1400
4038,0
4039,600
4040,1510
4041,0
4042,800
4043,0
4044,0
4045,220
4046,1057
4047,0
4048,600
4049,1800
4050,0
4051,0
4052,0
4053,1020
4054,0
4055,600
4056,900
4057,650
4058,0
4059,600
4060,561
4061,0
4062,0
4063,550
4064,550
4065,1300
4066,600
4067,0
4068,0
4069,435
4070,520
4071,0
4072,0
4073,0
4074,0
4075,1643
4076,0
4077,0
4078,0
4079,0
4080,1500
4081,0
4082,510
4083,0
4084,652
4085,800
4086,2085
4087,827
4088,0
4089,0
4090,0
4091,0
4092,450
4093,1250
4094,1950
4095,650
4096,640
4097,675
4098,1250
4099,900
4100,0
4101,0
4102,700
4103,2300
4104,0
4105,950
4106,1070
4107,800
4108,700
4109,0
4110,715
4111,1320
4112,0
4113,0
4114,0
4115,748
4116,0
4117,1380
4118,600
4119,1882
4120,0
4121,740
4122,0
4123,800
4124,0
4125,625
4126,0
4127,0
4128,650
4129,730
4130,510
4131,1050
4132,930
4133,800
4134,0
4135,2788
4136,425
4137,1800
4138,0
4139,1800
4140,650
4141,950
4142,525
4143,505
4144,901
4145,0
4146,0
4147,0
4148,0
4149,0
4150,720
4151,0
4152,0
4153,0
4154,500
4155,0
4156,400
4157,0
4158,1455
4159,0
4160,0
4161,800
4162,0
4163,870
4164,1200
4165,0
4166,0
4167,800
4168,700
4169,425
4170,1600
4171,0
4172,800
4173,500
4174,435
4175,0
4176,0
4177,0
4178,0
4179,1024
4180,0
4181,0
4182,1484
4183,0
4184,650
4185,250
4186,0
4187,800
4188,1516
4189,600
4190,0
4191,0
4192,475
4193,500
4194,1832
4195,0
4196,800
4197,1300
4198,0
4200,0
4201,0
4202,0
4203,696
4204,800
4205,2000
4206,1300
4207,0
4208,0
4209,800
4210,0
4211,0
4212,0
4213,0
4214,1500
4215,815
4216,1044
4217,700
4218,950
4219,0
4220,0
4221,0
4222,0
4223,1400
4224,0
4225,0
4226,0
4227,1150
4228,0
4229,575
4230,0
4231,1085
4232,0
4233,0
4234,0
4235,1200
4236,0
4237,0
4238,0
4239,0
4240,0
4241,1300
4242,800
4243,0
4244,0
4245,800
4246,775
4247,235
4248,1400
4249,425
4250,6500
4251,700
4252,0
4253,0
4254,900
4255,0
4256,1015
4257,1900
4258,1400
4259,500
4260,600
4261,0
4262,500
4263,0
4264,775
4265,1200
4266,1450
4267,1957
4268,0
4269,0
4270,0
4271,730
4272,0
4273,0
4274,2155
4275,0
4276,0
4277,745
4278,900
4279,887
4280,600
4281,0
4282,435
4283,903
4284,0
4285,550
4286,0
4287,1050
4288,900
4289,1094
4290,0
4291,1815
4292,0
4293,800
4294,440
4295,950
4296,0
4297,750
4298,0
4299,750
4300,0
4301,0
4302,0
4303,425
4304,0
4305,2487
4306,500
4307,0
4308,1575
4309,600
4310,0
4311,825
4312,0
4313,0
4314,500
4315,0
4316,0
4317,900
4318,2500
4319,1870
4320,1358
4321,1700
4322,1500
4323,75
4324,900
4325,0
4326,500
4327,0
4328,0
4329,889
4330,0
4331,0
4332,0
4333,0
4334,1200
4335,0
4336,1400
4337,500
4338,0
4339,0
4340,1414
4341,0
4342,0
4343,0
4344,0
4345,500
4346,0
4347,1606
4348,2026
4349,0
4350,1284
4351,0
4352,435
4353,0
4354,0
4355,2668
4356,0
4357,1500
4358,0
4359,500
4360,600
4361,750
4362,714
4363,0
4364,500
4365,1100
4366,0
4367,500
4368,875
4369,0
4370,700
4371,1303
4372,2200
4373,900
4374,575
4375,500
4376,0
4377,700
4378,2700
4379,2250
4380,700
4381,430
4382,0
4383,0
4384,1200
4385,0
4386,0
4387,0
4388,0
4389,500
4390,1400
4391,2850
4392,1200
4393,1400
4394,435
4395,425
4396,0
4397,4600
4398,1250
4399,0
4400,0
4401,0
4402,0
4403,0
4404,2700
4405,1400
4406,500
4407,976
4408,1050
4409,490
4410,0
4411,0
4412,0
4413,750
4414,800
4415,0
4416,0
4417,0
4418,980
4419,1465
4420,700
4421,0
4422,1300
4423,0
4424,700
4425,1500
4426,1000
4427,200
4428,445
4429,650
4430,1475
4431,1000
4432,550
4433,0
4434,910
4435,1450
4436,0
4437,900
4438,1000
4439,500
4440,435
4441,0
4442,0
4443,435
4444,800
4445,725
4446,550
4447,995
4448,0
4449,600
4450,1700
4451,0
4452,825
4453,1038
4454,0
4455,0
4456,0
4457,2290
4458,0
4459,0
4460,0
4461,0
4462,525
4463,300
4464,0
4465,0
4466,0
4467,700
4468,1045
4469,0
4470,0
4471,2800
4472,0
4473,500
4474,550
4475,0
4476,0
4477,600
4478,0
4479,0
4480,1450
4481,0
4482,937
4483,0
4484,0
4485,620
4486,0
4487,900
4488,0
4489,750
4490,0
4491,0
4492,900
4493,0
4494,750
4495,1100
4496,0
4497,460
4498,535
4499,1600
4500,800
4501,0
4502,500
4503,0
4504,1300
4505,500
4506,1030
4507,0
4508,0
4509,700
4510,0
4511,1700
4512,0
4513,0
4514,0
4515,2739
4516,1500
4517,800
4518,0
4519,435
4520,0
4521,0
4522,590
4523,0
4524,1650
4525,550
4526,0
4527,0
4528,0
4529,425
4530,1000
4531,900
4532,650
4533,643
4534,1025
4535,550
4536,976
4537,600
4538,0
4539,1800
4540,500
4541,1813
4542,1300
4543,500
4544,0
4545,0
4546,0
4547,0
4548,0
4549,1700
4550,600
4551,0
4552,950
4553,875
4554,1000
4555,0
4556,1350
4557,1400
4558,700
4559,2100
4560,0
4561,550
4562,1500
4563,0
4564,425
4565,700
4566,0
4567,1300
4568,730
4569,625
4570,540
4571,0
4572,0
4573,700
4574,500
4575,1094
4576,0
4577,0
4578,0
4579,0
4580,1511
4581,750
4582,0
4583,500
4584,0
4585,500
4586,1100
4587,1557
4588,0
4589,800
4590,0
4591,0
4592,1825
4593,0
4594,600
4595,0
4596,0
4597,178
4598,1923
4599,850
4600,0
4601,0
4602,0
4603,0
4604,0
4605,1005
4606,1965
4607,0
4608,605
4609,0
4610,0
4611,0
4612,0
4613,0
4614,760
4615,590
4616,730
4617,500
4618,465
4619,0
4620,425
4621,0
4622,1540
4623,1000
4624,230
4625,1995
4626,0
4627,2288
4628,0
4629,568
4630,0
4631,0
4632,3750
4633,800
4634,1000
4635,650
4636,840
4637,0
4638,0
4639,1600
4640,0
4641,700
4642,1250
4643,435
4644,0
4645,500
4646,760
4647,0
4648,0
4649,700
4650,650
4651,0
4652,755
4653,1677
4654,0
4655,1100
4656,0
4657,0
4658,0
4659,1100
4660,0
4661,1050
4662,0
4663,1796
4664,1660
4665,0
4666,0
4667,0
4668,0
4669,0
4670,725
4671,0
4672,675
4673,0
4674,0
4675,0
4676,0
4677,435
4678,1150
4679,0
4680,1422
4681,800
4682,550
4683,1556
4684,0
4685,850
4686,500
4687,0
4688,550
4689,0
4690,875
4691,450
4692,0
4693,0
4694,1200
4695,0
4696,1800
4697,1100
4698,1800
4699,0
4700,900
4701,0
4702,0
4703,875
4704,0
4705,0
4706,0
4707,1170
4708,0
4709,0
4710,0
4711,0
4712,1162
4713,590
4714,0
4715,0
4716,475
4717,1700
4718,1000
4719,500
4720,0
4721,1025
4722,600
4723,2300
4724,0
4725,0
4726,730
4727,1940
4728,0
4729,425
4730,0
4731,0
4732,2100
4733,1300
4734,0
4735,0
4736,525
4737,1090
4738,1240
4739,2200
4740,1000
4741,1080
4742,0
4743,0
4744,0
4745,435
4746,1457
4747,1200
4748,1250
4749,0
4750,700
4751,0
4752,0
4753,500
4754,0
4755,1400
4756,500
4757,425
4758,0
4759,1200
4760,425
4761,825
4762,700
4763,0
4764,0
4765,1500
4766,0
4767,0
4768,2150
4769,1000
4770,600
4771,0
4772,455
4773,1500
4774,1100
4775,500
4776,0
4777,700
4778,0
4779,425
4780,1300
4781,800
4782,650
4783,0
4784,1500
4785,600
4786,0
4787,0
4788,948
4789,1200
4790,0
4791,1036
4792,732
4793,0
4794,0
4795,652
4796,0
4797,1450
4798,0
4799,500
4800,0
4801,0
4802,575
4803,500
4804,831
4805,550
4806,800
4807,0
4808,0
4809,1300
4810,0
4811,0
4812,0
4813,1027
4814,800
4815,500
4816,900
4817,550
4818,500
4819,1000
4820,700
4821,1150
4822,0
4823,0
4824,0
4825,847
4826,1011
4827,0
4828,1600
4829,0
4830,500
4831,1021
4832,700
4833,0
4834,0
4835,500
4836,2500
4837,0
4838,0
4839,0
4840,600
4841,690
4842,435
4843,0
4844,0
4845,1400
4846,0
4847,1150
4848,600
4849,838
4850,900
4851,850
4852,0
4853,0
4854,1800
4855,0
4856,420
4857,750
4858,625
4859,485
4860,0
4861,1940
4862,550
4863,700
4864,1500
4865,800
4866,700
4867,1682
4868,800
4869,0
4870,0
4871,1672
4872,450
4873,900
4874,1000
4875,2500
4876,700
4877,800
4878,1700
4879,0
4880,0
4881,0
4882,0
4883,1025
4884,0
4885,600
4886,525
4887,0
4888,1026
4889,966
4890,1150
4891,1200
4892,2226
4893,0
4894,0
4895,0
4896,0
4897,600
4898,550
4899,7400
4900,445
4901,0
4902,0
4903,800
4904,1344
4905,0
4906,0
4907,0
4908,820
4909,950
4910,0
4911,0
4912,1100
4913,0
4914,0
4915,1231
4916,0
4917,1800
4918,450
4919,0
4920,962
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,800
4929,0
4930,1015
4931,0
4932,0
4933,0
4934,1200
4935,1600
4936,2190
4937,1280
4938,1750
4939,0
4940,750
4941,600
4942,0
4943,8000
4944,425
4945,1200
4946,0
4947,600
4948,700
4949,825
4950,465
4951,9916
4952,650
4953,742
4954,0
4955,630
4956,2800
4957,0
4958,1300
4959,525
4960,1100
4961,640
4962,1275
4963,0
4964,650
4965,0
4966,0
4967,0
4968,1200
4969,0
4970,850
4971,0
4972,0
4973,962
4974,0
4975,0
4976,1010
4977,1692
4978,600
4979,0
4980,700
4981,500
4982,906
4983,1800
4984,700
4985,0
4986,1188
4987,0
4988,600
4989,0
4990,0
4991,0
4992,2680
4993,0
4994,1200
4995,700
4996,0
4997,525
4998,0
4999,400
5000,0
5001,0
5002,600
5003,0
5004,920
5005,0
5006,700
5007,475
5008,530
5009,800
5010,0
5011,425
5012,0
5013,969
5014,0
5015,1000
5016,730
5017,1075
5018,0
5019,0
5020,1500
5021,1085
5022,0
5023,3150
5024,0
5025,800
5026,600
5027,1600
5028,0
5029,0
5030,1100
5031,963
5032,1500
5033,505
5034,1600
5035,997
5036,1976
5037,0
5038,4500
5039,0
5040,0
5041,1700
5042,0
5043,550
5044,0
5045,600
5046,1700
5047,0
5048,0
5049,400
5050,0
5051,1600
5052,425
5053,465
5054,425
5055,600
5056,0
5057,0
5058,558
5059,0
5060,3300
5061,0
5062,0
5063,0
5064,700
5065,550
5066,0
5067,0
5068,1400
5069,1250
5070,0
5071,750
5072,500
5073,0
5074,0
5075,0
5076,1000
5077,550
5078,425
5079,0
5080,0
5081,1500
5082,635
5083,300
5084,0
5085,0
5086,2740
5087,0
5088,1800
5089,0
5090,850
5091,0
5092,0
5093,750
5094,0
5095,0
5096,0
5097,500
5098,900
5099,1500
5100,1500
5101,0
5102,0
5103,920
5104,0
5105,0
5106,0
5107,999
5108,0
5109,0
5110,760
5111,800
5112,650
5113,0
5114,500
5115,450
5116,0
5117,2000
5118,0
5119,765
5120,425
5121,450
5122,550
5123,0
5124,0
5125,1923
5126,0
5127,0
5128,750
5129,0
5130,0
5131,0
5132,500
5133,0
5134,1600
5135,0
5136,485
5137,901
5138,1410
5139,800
5140,500
5141,1700
5142,0
5143,600
5144,1900
5145,425
5146,900
5147,0
5148,0
5149,0
5150,0
5151,550
5152,0
5153,700
5154,0
5155,986
5156,0
5157,600
5158,608
5159,900
5160,1600
5161,0
5162,1000
5163,0
5164,1550
5165,900
5166,1272
5167,750
5168,675
5169,0
5170,0
5171,500
5172,0
5173,576
5174,520
5175,0
5176,450
5177,800
5178,0
5179,1000
5180,1972
5181,0
5182,1000
5183,0
5184,600
5185,450
5186,1400
5187,0
5188,1096
5189,500
5190,860
5191,0
5192,1540
5193,475
5194,875
5195,0
5196,600
5197,1000
5198,1300
5199,1500
5200,1150
5201,0
5202,2600
5203,0
5204,0
5205,1950
5206,213
5207,525
5208,1724
5209,0
5210,1000
5211,0
5212,600
5213,800
5214,0
5215,425
5216,600
5217,800
5218,850
5219,750
5220,0
5221,0
5222,450
5223,700
5224,650
5225,0
5226,700
5227,900
5228,0
5229,600
5230,721
5231,0
5232,0
5233,1738
5234,0
5235,1200
5236,0
5237,0
5238,0
5239,0
5240,966
5241,0
5242,1200
5243,0
5244,750
5245,0
5246,1005
5247,0
5248,0
5249,0
5250,1000
5251,0
5252,600
5253,0
5254,425
5255,0
5256,745
5257,1380
5258,0
5259,800
5260,0
5261,0
5262,1700
5263,1200
5264,1254
5265,0
5266,0
5267,0
5268,500
5269,2723
5270,1500
5271,0
5272,2000
5273,900
5274,0
5275,0
5276,425
5277,211
5278,995
5279,1280
5280,0
5281,0
5282,0
5283,2100
5284,677
5285,0
5286,650
5287,0
5288,880
5289,1200
5290,575
5291,925
5292,525
5293,435
5294,730
5295,600
5296,600
5297,715
5298,0
5299,0
5300,3000
5301,0
5302,0
5303,0
5304,0
5305,0
5306,900
5307,900
5308,1250
5309,500
5310,0
5311,560
5312,800
5313,0
5314,0
5315,690
5316,900
5317,1378
5318,1503
5319,1251
5320,0
5321,0
5322,0
5323,0
5324,700
5325,600
5326,0
5327,0
5328,600
5329,0
5330,675
5331,0
5332,1600
5333,0
5334,1000
5335,0
5336,0
5337,7000
5338,1200
5339,1500
5340,0
5341,953
5342,460
5343,0
5344,0
5345,400
5346,1580
5347,900
5348,0
5349,900
5350,750
5351,850
5352,500
5353,0
5354,600
5355,0
5356,0
5357,500
5358,1202
5359,525
5360,500
5361,650
5362,891
5363,1667
5364,1700
5365,0
5366,600
5367,800
5368,0
5369,998
5370,890
5371,0
5372,1000
5373,650
5374,800
5375,0
5376,800
5377,500
5378,1000
5379,0
5380,750
5381,0
5382,0
5383,1400
5384,0
5385,650
5386,0
5387,425
5388,630
5389,0
5390,0
5391,800
5392,1600
5393,850
5394,1268
5395,900
5396,0
5397,1300
5398,550
5399,0
5400,0
5401,800
5402,1900
5403,0
5404,1027
5405,975
5406,0
5407,0
5408,0
5409,0
5410,1400
5411,500
5412,0
5413,0
5414,0
5415,0
5416,1100
5417,500
5418,1000
5419,800
5420,836
5421,879
5422,0
5423,0
5424,0
5425,0
5426,1100
5427,234
5428,0
5429,0
5430,0
5431,0
5432,2100
5433,0
5434,0
5435,2552
5436,0
5437,878
5438,956
5439,1129
5440,435
5441,0
5442,1300
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,2300
5450,0
5451,0
5452,2300
5453,850
5454,400
5455,855
5456,775
5457,700
5458,550
5459,0
5460,0
5461,525
5462,800
5463,0
5464,0
5465,0
5466,1119
5467,425
5468,1210
5469,0
5470,2400
5471,0
5472,0
5473,1217
5474,2178
5475,1532
5476,0
5477,685
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,546
5485,0
5486,0
5487,0
5488,700
5489,0
5490,450
5491,0
5492,1300
5493,0
5494,0
5495,650
5496,500
5497,450
5498,600
5499,0
5500,0
5501,0
5502,0
5503,600
5504,1450
5505,0
5506,1100
5507,1000
5508,0
5509,2291
5510,0
5511,0
5512,1171
5513,2258
5514,0
5515,0
5516,1020
5517,580
5518,0
5519,0
5520,0
5521,550
5522,1800
5523,525
5524,500
5525,0
5526,725
5527,0
5528,435
5529,900
5530,0
5531,0
5532,0
5533,425
5534,1093
5535,0
5536,0
5537,0
5538,850
5539,1700
5540,1035
5541,916
5542,1700
5543,0
5544,500
5545,900
5546,1100
5547,500
5548,475
5549,0
5550,1250
5551,800
5552,1200
5553,0
5554,650
5555,0
5556,780
5557,650
5558,800
5559,0
5560,1000
5561,980
5562,0
5563,0
5564,425
5565,0
5566,0
5567,0
5568,0
5569,0
5570,500
5571,561
5572,1300
5573,550
5574,0
5575,0
5576,0
5577,850
